Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2007,"Josh Vitters","Cubs (A-)",17,7,21,23,4,4,0,0,0,2,1,2,0,5,0,0,0,0,1,1,0.19047619,"4623"
2007,"James Beresford","Twins (R)",18,45,139,158,40,38,2,0,0,22,14,12,0,23,1,0,6,3,7,2,0.287769784,"4626"
2007,"Troy Cate","Cardinals (AAA)",26,21,12,13,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0.083333333,"4627"
2007,"Mark Kiger","Mets (AA)",27,114,391,484,122,81,27,4,10,75,50,75,4,92,11,5,2,14,16,7,0.31202046,"4632"
2007,"Mark Kiger","Mets (AAA)",27,14,33,40,4,2,1,0,1,5,2,7,0,16,0,0,0,1,0,0,0.121212121,"4632"
2007,"Jason Bergmann","Nationals (AAA)",25,3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"4640"
2007,"Travis Buck","Athletics (AAA)",23,2,7,9,1,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0.142857142,"4646"
2007,"Adam Greenberg","Royals (AA)",26,132,467,565,124,75,30,11,8,73,43,74,2,107,7,1,13,1,23,9,0.265524625,"4647"
2007,"Jeff Clement","Mariners (AAA)",23,125,455,530,125,67,35,3,20,76,80,61,4,88,10,4,0,8,0,0,0.274725274,"4652"
2007,"Mark McLemore","Astros (AAA)",26,14,8,11,1,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0.125,"4655"
2007,"Eric Hull","Dodgers (AAA)",27,27,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"4660"
2007,"Wes Bankston","Devil Rays (AAA)",23,104,390,426,93,54,23,1,15,46,59,25,1,88,2,9,0,10,2,0,0.238461538,"4661"
2007,"Sam LeCure","Reds (AA)",23,14,14,27,4,3,1,0,0,1,1,4,0,3,0,0,9,0,0,0,0.285714285,"4664"
2007,"Luke Carlin","Padres (AAA)",26,98,300,353,66,44,20,2,0,35,17,47,2,77,0,0,6,9,0,3,0.22,"4666"
2007,"Junior Lake","Cubs (R)",17,62,223,249,61,40,16,2,3,41,30,16,0,53,7,0,3,1,9,3,0.2735426,"4672"
2007,"Tyler Greene","Cardinals (AA)",23,65,221,247,54,27,17,2,8,41,25,16,1,62,5,1,4,3,10,2,0.244343891,"4675"
2007,"Charlie Morton","Braves (AA)",23,23,6,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"4676"
2007,"Ben Francisco","Indians (AAA)",25,95,377,425,120,79,27,2,12,60,51,36,2,66,4,2,6,11,22,8,0.318302387,"4677"
2007,"Ramon Troncoso","Dodgers (AA)",24,25,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"4685"
2007,"Fred Lewis","Giants (AAA)",26,42,171,191,50,28,8,6,8,31,32,19,0,36,1,0,0,2,9,1,0.29239766,"4693"
2007,"Daniel Ortmeier","Giants (AAA)",26,79,305,342,80,50,19,1,10,39,54,27,1,63,7,3,0,6,16,2,0.262295081,"4694"
2007,"Cesar Carrillo","Padres (AAA)",23,3,0,4,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,"4697"
2007,"Donnie Murphy","Athletics (AAA)",24,45,175,199,57,33,19,2,3,31,22,17,2,44,2,2,3,4,4,2,0.325714285,"4704"
2007,"Kila Ka'aihue","Royals (A+)",23,60,207,253,52,35,8,0,9,28,42,35,0,38,4,7,0,5,1,0,0.251207729,"4707"
2007,"Kila Ka'aihue","Royals (AA)",23,70,244,288,60,35,13,0,12,37,40,41,3,40,2,0,1,4,0,0,0.245901639,"4707"
2007,"Jason Perry","Athletics (AAA)",26,78,284,333,76,41,16,1,18,59,58,41,1,89,5,2,1,13,4,0,0.267605633,"4710"
2007,"Jason Perry","Athletics (AA)",26,21,78,95,20,8,7,0,5,15,17,11,0,20,6,0,0,2,0,0,0.256410256,"4710"
2007,"Jason Perry","Tigers (AAA)",26,16,49,58,9,4,3,0,2,10,3,8,0,16,1,0,0,0,0,0,0.183673469,"4710"
2007,"Ben Revere","Twins (R)",19,50,191,216,62,46,6,10,0,46,29,13,0,20,8,2,2,1,21,9,0.324607329,"4712"
2007,"Brian Bogusevic","Astros (AA)",23,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"4719"
2007,"Chase Headley","Padres (AA)",23,121,433,522,143,80,38,5,20,82,78,74,7,114,11,4,0,7,1,0,0.330254041,"4720"
2007,"Jacoby Ellsbury","Red Sox (AAA)",23,87,363,401,108,87,14,5,2,66,28,32,2,47,4,1,1,5,33,6,0.297520661,"4727"
2007,"Jacoby Ellsbury","Red Sox (AA)",23,17,73,83,33,21,10,2,0,16,13,6,0,7,4,0,0,0,8,1,0.452054794,"4727"
2007,"Jeremy Reed","Mariners (AAA)",26,135,564,630,169,114,37,5,13,92,64,47,1,73,3,5,9,11,14,9,0.29964539,"4730"
2007,"Sergio Santos","Blue Jays (AA)",23,113,432,483,108,52,34,2,20,63,62,43,1,97,6,2,0,12,2,0,0.25,"4734"
2007,"Sergio Santos","Blue Jays (AAA)",23,13,47,50,9,7,2,0,0,4,4,1,0,10,0,1,1,1,2,0,0.191489361,"4734"
2007,"Drew Meyer","Rangers (AAA)",25,72,225,254,48,36,11,0,1,28,10,27,1,44,1,0,1,2,2,3,0.213333333,"4738"
2007,"Kyle Phillips","Blue Jays (A+)",23,104,389,428,119,90,19,0,10,44,62,35,1,51,0,4,0,4,0,0,0.305912596,"4740"
2007,"Donnie Veal","Cubs (AA)",22,20,25,30,4,4,0,0,0,1,1,1,0,7,0,0,4,0,0,0,0.16,"4741"
2007,"Brandon Fahey","Orioles (AAA)",26,91,343,383,81,63,8,8,2,37,28,30,0,46,3,3,4,7,12,5,0.236151603,"4746"
2007,"Matt Carson","Yankees (AA)",25,129,471,521,117,74,24,3,16,72,76,33,0,109,9,6,2,13,9,0,0.248407643,"4748"
2007,"Elliot Johnson","Devil Rays (AAA)",23,129,463,524,96,62,17,6,11,56,45,43,2,139,8,1,9,1,16,6,0.207343412,"4751"
2007,"Bill Murphy","Diamondbacks (AAA)",26,33,19,23,5,5,0,0,0,2,1,0,0,6,0,0,4,0,0,0,0.263157894,"4755"
2007,"John Baker","Marlins (AAA)",26,89,270,303,77,54,15,0,8,35,41,28,1,58,4,1,0,7,2,0,0.285185185,"4756"
2007,"Jose Macias","Brewers (AAA)",35,107,285,313,69,53,11,3,2,25,32,11,0,47,3,2,12,8,4,2,0.242105263,"476"
2007,"Scott Mathieson","Phillies (AA)",23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4771"
2007,"Josh Geer","Padres (AAA)",24,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,"4781"
2007,"Josh Geer","Padres (AA)",24,8,18,22,4,4,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0.222222222,"4781"
2007,"Travis Ishikawa","Giants (A+)",23,56,198,222,53,24,15,1,13,35,34,19,0,78,4,1,0,1,0,0,0.267676767,"4793"
2007,"Travis Ishikawa","Giants (AA)",23,48,173,192,37,30,3,1,3,17,17,17,0,48,2,0,0,4,0,0,0.213872832,"4793"
2007,"Eric Munson","Astros (AAA)",29,50,173,201,49,24,18,0,7,28,26,24,1,34,1,3,0,1,1,1,0.283236994,"481"
2007,"Jose Paniagua","Pirates (AA)",33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"483"
2007,"Clay Rapada","Cubs (AAA)",26,40,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"4831"
2007,"Kyle McClellan","Cardinals (AA)",23,10,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"4845"
2007,"Val Majewski","Orioles (AA)",26,91,332,372,98,69,23,3,3,49,42,31,4,65,4,4,1,7,6,4,0.295180722,"4851"
2007,"Val Majewski","Orioles (AAA)",26,36,124,143,26,17,6,1,2,16,11,17,1,30,1,0,1,2,7,1,0.209677419,"4851"
2007,"Kevin Richardson","Rangers (AA)",26,91,320,357,71,49,8,0,14,42,45,25,0,85,8,1,3,10,0,2,0.221875,"4852"
2007,"Brent Clevlen","Tigers (R)",23,14,48,52,15,12,1,0,2,10,8,3,0,8,0,1,0,2,1,0,0.3125,"4863"
2007,"Brent Clevlen","Tigers (AAA)",23,90,322,366,71,45,14,5,7,33,36,39,1,113,1,3,1,5,4,4,0.220496894,"4863"
2007,"Billy Petrick","Cubs (A+)",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4865"
2007,"Billy Petrick","Cubs (AAA)",23,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"4865"
2007,"Billy Petrick","Cubs (AA)",23,10,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"4865"
2007,"Jarrod Dyson","Royals (A)",22,10,37,39,10,9,1,0,0,6,0,2,0,12,0,0,0,0,3,1,0.27027027,"4866"
2007,"Carlos Gomez","Mets (A+)",21,5,13,15,2,2,0,0,0,1,0,1,0,4,1,0,0,0,2,0,0.153846153,"4881"
2007,"Carlos Gomez","Mets (AAA)",21,36,140,157,40,28,8,2,2,24,13,15,0,23,2,0,0,2,17,4,0.285714285,"4881"
2007,"Nyjer Morgan","Pirates (R)",26,4,13,16,4,3,0,0,1,3,1,2,0,3,1,0,0,0,0,0,0.307692307,"4885"
2007,"Nyjer Morgan","Pirates (AAA)",26,44,164,184,50,44,4,2,0,30,10,15,1,28,3,0,2,1,26,7,0.304878048,"4885"
2007,"Adam Pettyjohn","Brewers (AAA)",30,12,25,28,4,3,0,0,1,4,2,1,0,12,0,0,2,0,0,0,0.16,"489"
2007,"Adam Pettyjohn","Brewers (AA)",30,7,12,13,1,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0.083333333,"489"
2007,"Mike Moustakas","Royals (R)",18,11,41,47,12,7,4,1,0,6,10,4,0,8,2,0,0,1,0,0,0.292682926,"4892"
2007,"Luke Hughes","Twins (AA)",22,92,315,362,89,60,18,2,9,56,43,34,2,68,4,4,5,4,4,1,0.282539682,"4898"
2007,"Kyle Blanks","Padres (A+)",20,119,465,531,140,81,31,4,24,94,100,44,1,98,18,4,0,12,11,2,0.301075268,"49"
2007,"Robert Andino","Marlins (AAA)",23,142,598,644,166,115,25,13,13,85,50,40,1,129,1,3,2,11,21,13,0.277591973,"4900"
2007,"Matt Dominguez","Marlins (R)",17,5,20,22,2,2,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0.1,"4903"
2007,"Matt Dominguez","Marlins (A-)",17,10,37,38,7,4,2,0,1,3,4,1,0,12,0,0,0,0,0,0,0.189189189,"4903"
2007,"Alberto Gonzalez","Yankees (AAA)",24,106,384,426,95,63,21,10,1,44,35,24,2,49,6,3,9,12,11,5,0.247395833,"4906"
2007,"Alberto Gonzalez","Yankees (AA)",24,28,109,125,36,25,10,1,0,18,16,10,0,14,1,2,3,3,1,1,0.330275229,"4906"
2007,"Brad Thompson","Cardinals (AAA)",25,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"4911"
2007,"Engel Beltre","Rangers (R)",17,22,84,99,26,15,3,4,4,19,15,8,0,21,4,2,1,1,3,2,0.309523809,"4918"
2007,"Engel Beltre","Red Sox (R)",17,34,125,145,26,15,3,3,5,20,13,12,0,44,7,1,0,1,6,3,0.208,"4918"
2007,"Engel Beltre","Rangers (A-)",17,9,38,41,8,8,0,0,0,3,1,2,0,10,0,0,1,0,2,1,0.210526315,"4918"
2007,"David Davidson","Pirates (AA)",23,14,5,5,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.2,"4929"
2007,"David Davidson","Pirates (AAA)",23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4929"
2007,"Mike Rivera","Brewers (AAA)",30,96,349,382,75,41,15,0,19,37,61,24,3,71,4,5,0,18,5,5,0.214899713,"493"
2007,"Jason Heyward","Braves (R)",17,4,16,17,5,4,1,0,0,3,1,1,0,5,0,0,0,1,0,0,0.3125,"4940"
2007,"Jason Heyward","Braves (R)",17,8,27,31,8,3,4,0,1,1,5,2,0,4,1,1,0,1,1,1,0.296296296,"4940"
2007,"Giancarlo Stanton","Marlins (R)",17,8,26,28,7,5,2,0,0,6,1,1,0,6,1,0,0,0,0,0,0.269230769,"4949"
2007,"Giancarlo Stanton","Marlins (A-)",17,9,30,35,2,0,1,0,1,2,2,3,0,15,0,1,1,0,0,0,0.066666666,"4949"
2007,"Oscar Salazar","Orioles (AA)",29,136,532,566,154,91,39,2,22,73,96,26,4,77,3,4,1,12,3,3,0.289473684,"495"
2007,"Diory Hernandez","Braves (AA)",23,115,433,482,133,100,25,1,7,50,59,29,1,68,14,0,5,13,22,20,0.307159353,"4950"
2007,"Diory Hernandez","Braves (A+)",23,17,64,67,20,10,8,2,0,9,9,2,0,11,1,0,0,1,2,2,0.3125,"4950"
2007,"Ryan Hanigan","Reds (AAA)",26,41,127,150,32,26,5,0,1,16,9,14,2,15,2,1,6,3,0,0,0.251968503,"4952"
2007,"Ryan Hanigan","Reds (AA)",26,60,197,247,59,41,14,1,3,30,27,41,2,30,3,4,2,4,0,2,0.299492385,"4952"
2007,"Asdrubal Cabrera","Indians (AA)",21,96,368,425,114,80,23,3,8,78,54,45,0,42,3,7,2,8,23,7,0.309782608,"4962"
2007,"Asdrubal Cabrera","Indians (AAA)",21,9,38,40,12,9,3,0,0,6,3,2,0,8,0,0,0,1,2,0,0.315789473,"4962"
2007,"Luis Valbuena","Mariners (AA)",21,122,444,505,106,69,23,3,11,55,44,48,2,83,1,6,6,9,10,6,0.238738738,"4969"
2007,"Brock Peterson","Twins (AA)",23,112,389,455,111,71,21,4,15,67,64,44,2,90,18,2,2,7,1,0,0.285347043,"4984"
2007,"Mike Esposito","Rockies (AAA)",25,19,20,24,7,7,0,0,0,2,2,0,0,5,0,0,4,0,0,0,0.35,"4986"
2007,"Fernando Abad","Astros (R)",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4994"
2007,"Stephen Vogt","Devil Rays (A-)",22,70,240,279,72,60,8,0,4,40,48,31,1,31,0,7,1,3,6,1,0.3,"5000"
2007,"Caleb Gindl","Brewers (R)",18,55,207,231,77,47,22,3,5,40,42,20,1,38,0,4,0,5,4,4,0.371980676,"5002"
2007,"B.J. Upton","Devil Rays (AAA)",22,2,7,7,3,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.428571428,"5015"
2007,"B.J. Upton","Devil Rays (A+)",22,7,17,24,4,3,0,0,1,4,3,5,0,2,0,2,0,0,0,0,0.235294117,"5015"
2007,"Josh Donaldson","Cubs (R)",21,4,11,13,2,0,2,0,0,1,0,2,0,4,0,0,0,0,0,1,0.181818181,"5038"
2007,"Josh Donaldson","Cubs (A-)",21,49,162,202,56,34,11,2,9,37,35,37,1,34,2,1,0,3,6,2,0.345679012,"5038"
2007,"Max Ramirez","Rangers (A+)",22,32,114,138,35,21,10,0,4,16,20,21,1,39,2,1,0,2,1,0,0.307017543,"5039"
2007,"Max Ramirez","Indians (A+)",22,77,277,342,84,52,20,0,12,46,62,53,2,63,6,6,0,9,1,0,0.303249097,"5039"
2007,"Tony Abreu","Dodgers (AAA)",22,54,234,253,83,54,22,5,2,48,18,14,1,34,4,1,0,3,5,0,0.354700854,"5053"
2007,"Andy Abad","Brewers (AAA)",34,83,269,300,85,61,12,0,12,49,59,24,6,35,1,5,1,6,6,2,0.31598513,"506"
2007,"Niuman Romero","Indians (A)",22,69,215,269,45,32,10,2,1,31,24,44,0,45,5,3,2,6,3,1,0.209302325,"5063"
2007,"Niuman Romero","Indians (A+)",22,12,40,45,14,12,2,0,0,5,6,4,0,9,0,1,0,0,1,0,0.35,"5063"
2007,"Bryan Bullington","Pirates (AAA)",26,8,9,16,2,2,0,0,0,3,1,2,0,5,0,0,5,0,0,0,0.222222222,"5066"
2007,"Franklin Morales","Rockies (AA)",21,8,9,12,0,0,0,0,0,1,0,1,0,4,0,0,2,0,0,0,0,"5088"
2007,"Franklin Morales","Rockies (AAA)",21,2,6,6,2,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0.333333333,"5088"
2007,"Jordany Valdespin","Mets (R)",19,43,139,168,34,26,4,3,1,23,16,24,0,26,4,1,0,2,8,4,0.244604316,"5098"
2007,"Rick Van Den Hurk","Marlins (AA)",22,8,15,17,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,0,0,"5099"
2007,"Rick Van Den Hurk","Marlins (AAA)",22,2,4,7,1,1,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0.25,"5099"
2007,"Wilkin Castillo","Diamondbacks (AA)",23,109,410,449,124,84,31,3,6,50,46,17,1,62,3,3,16,5,18,14,0.302439024,"5124"
2007,"Sammy Gervacio","Astros (AA)",22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5127"
2007,"Jeff Larish","Tigers (AA)",24,132,454,556,121,66,25,2,28,71,101,87,9,108,9,6,0,2,6,2,0.266519823,"5128"
2007,"Ryan Dempster","Cubs (AAA)",30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"517"
2007,"Rocky Cherry","Cubs (AAA)",27,30,3,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,"5188"
2007,"Chin-Lung Hu","Dodgers (AAA)",23,45,192,200,61,42,10,1,8,33,28,6,0,18,0,1,1,5,3,4,0.317708333,"5198"
2007,"Chin-Lung Hu","Dodgers (AA)",23,82,325,356,107,66,30,5,6,56,34,26,1,33,1,1,3,5,12,4,0.329230769,"5198"
2007,"Taylor Teagarden","Rangers (A+)",23,81,292,364,92,47,25,0,20,75,67,65,0,89,6,1,0,4,2,1,0.315068493,"5199"
2007,"Taylor Teagarden","Rangers (AA)",23,29,102,115,30,20,3,0,7,19,16,10,0,39,1,2,0,1,0,0,0.294117647,"5199"
2007,"Vinny Rottino","Brewers (AAA)",27,107,377,430,109,77,17,3,12,59,53,37,0,58,9,4,3,4,15,9,0.289124668,"5202"
2007,"Mike Pelfrey","Mets (AAA)",23,7,18,19,3,3,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0.166666666,"5203"
2007,"Alfredo Marte","Diamondbacks (R)",18,67,265,289,87,60,19,4,4,30,45,17,2,37,5,2,0,10,3,1,0.328301886,"5212"
2007,"Chris Perez","Cardinals (AAA)",21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5213"
2007,"Chris Perez","Cardinals (AA)",21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5213"
2007,"Wilkin Ramirez","Tigers (AA)",21,34,121,133,26,20,3,1,2,15,14,8,0,38,2,1,1,3,6,2,0.214876033,"5219"
2007,"Wilkin Ramirez","Tigers (A+)",21,88,319,343,87,66,7,4,10,48,41,20,0,86,1,3,0,4,28,6,0.272727272,"5219"
2007,"Wade LeBlanc","Padres (AA)",22,5,9,13,1,1,0,0,0,2,2,4,0,3,0,0,0,1,0,0,0.111111111,"5221"
2007,"Justin Upton","Diamondbacks (AA)",19,71,259,306,80,46,17,4,13,48,53,37,3,51,5,5,0,6,10,7,0.308880308,"5222"
2007,"Justin Upton","Diamondbacks (A+)",19,32,126,150,43,30,6,2,5,27,17,19,1,28,3,2,0,2,9,4,0.341269841,"5222"
2007,"Cameron Maybin","Tigers (AA)",20,6,20,26,8,3,1,0,4,9,8,6,0,6,0,0,0,1,0,0,0.4,"5223"
2007,"Cameron Maybin","Tigers (R)",20,2,7,9,4,4,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0.571428571,"5223"
2007,"Cameron Maybin","Tigers (A+)",20,83,296,350,90,61,14,5,10,58,44,43,0,83,4,6,1,5,25,6,0.304054054,"5223"
2007,"Jon Jay","Cardinals (A+)",22,32,126,134,36,26,8,0,2,19,10,5,0,25,2,1,0,1,5,2,0.285714285,"5227"
2007,"Jon Jay","Cardinals (AA)",22,26,102,117,24,16,4,2,2,17,11,11,0,19,4,0,0,0,4,1,0.235294117,"5227"
2007,"Jon Jay","Cardinals (R)",22,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,"5227"
2007,"Justin Turner","Reds (A)",22,117,466,516,145,106,25,4,10,70,59,39,0,72,9,2,0,7,12,8,0.311158798,"5235"
2007,"Justin Turner","Reds (A+)",22,6,20,21,4,4,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0.2,"5235"
2007,"Alexi Casilla","Twins (AAA)",22,84,320,365,86,69,13,1,3,53,20,34,1,50,4,1,6,6,24,12,0.26875,"5248"
2007,"Sandy Leon","Nationals (R)",18,31,94,115,19,19,0,0,0,10,11,17,1,15,0,0,4,2,0,0,0.202127659,"5273"
2007,"Francisco Cervelli","Yankees (A+)",21,89,290,348,81,53,24,2,2,34,32,36,0,59,16,2,4,8,4,3,0.279310344,"5275"
2007,"Tuffy Gosewisch","Phillies (A)",23,92,339,381,76,45,24,2,5,52,45,29,0,69,7,4,2,12,0,3,0.22418879,"5277"
2007,"Pedro Ciriaco","Diamondbacks (A+)",21,119,463,495,116,94,14,5,3,61,39,20,1,81,4,3,5,12,20,11,0.250539956,"5278"
2007,"Esmerling Vasquez","Diamondbacks (AA)",23,19,34,43,8,6,2,0,0,4,6,1,0,6,1,0,7,0,0,0,0.235294117,"5280"
2007,"Samuel Deduno","Rockies (AA)",23,8,18,18,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.111111111,"5285"
2007,"Alex Presley","Pirates (A)",21,121,495,553,145,104,22,8,11,79,63,45,2,108,0,6,7,2,18,10,0.292929292,"5305"
2007,"Kristopher Negron","Red Sox (A)",21,112,403,467,91,73,11,4,3,61,29,46,0,97,13,0,5,10,29,7,0.225806451,"5306"
2007,"Kristopher Negron","Red Sox (A+)",21,3,11,13,2,2,0,0,0,3,0,0,0,2,2,0,0,1,2,0,0.181818181,"5306"
2007,"Abraham M. Nunez","Nationals (AAA)",30,124,414,455,115,73,25,0,17,46,68,33,2,110,3,4,1,10,3,5,0.277777777,"531"
2007,"Tyler Colvin","Cubs (A+)",21,63,245,262,75,41,24,3,7,38,50,10,2,47,3,4,0,3,10,4,0.306122448,"5310"
2007,"Tyler Colvin","Cubs (AA)",21,62,247,257,72,50,11,2,9,34,31,5,0,54,3,1,1,5,7,1,0.291497975,"5310"
2007,"Chad Huffman","Padres (A+)",22,84,316,371,97,61,19,2,15,63,76,42,0,56,10,3,0,7,0,1,0.306962025,"5311"
2007,"Chad Huffman","Padres (AA)",22,49,167,197,45,33,4,1,7,28,28,22,0,44,4,3,1,1,0,0,0.269461077,"5311"
2007,"Brad Harman","Phillies (A+)",21,122,448,499,126,82,26,5,13,63,62,40,0,105,3,4,4,4,1,1,0.28125,"5312"
2007,"Vladimir Nunez","White Sox (AAA)",32,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"532"
2007,"Cristhian Martinez","Marlins (A)",25,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"5337"
2007,"Mauro Gomez","Rangers (A)",22,132,497,541,130,81,28,0,21,72,74,23,1,115,18,3,0,18,2,3,0.261569416,"5342"
2007,"Yangervis Solarte","Twins (R)",19,52,175,203,53,45,4,3,1,25,33,11,0,18,2,5,10,1,7,3,0.302857142,"5352"
2007,"Freddie Freeman","Braves (R)",17,59,224,234,60,47,7,0,6,24,30,7,0,33,2,1,0,3,1,2,0.267857142,"5361"
2007,"Juan Lagares","Mets (A)",18,83,281,304,59,39,12,6,2,26,16,18,0,64,2,0,3,15,11,7,0.209964412,"5384"
2007,"Andrew Lambo","Dodgers (R)",18,54,181,218,62,41,15,1,5,38,32,29,0,34,5,3,0,5,1,2,0.342541436,"5386"
2007,"Jorge De Leon","Astros (R)",19,52,179,209,34,20,9,3,2,23,17,15,0,41,13,1,1,1,3,3,0.189944134,"5397"
2007,"Juan Graterol","Royals (R)",18,33,102,113,23,22,1,0,0,12,10,9,0,17,1,1,0,8,1,0,0.225490196,"5398"
2007,"Jake Smolinski","Nationals (R)",18,28,105,119,32,23,8,0,1,18,16,13,0,24,1,0,0,5,7,2,0.304761904,"5408"
2007,"Pablo Sandoval","Giants (A+)",20,102,401,423,115,66,33,5,11,56,52,16,6,52,0,3,3,10,3,1,0.286783042,"5409"
2007,"Alex Liddi","Mariners (A)",18,113,400,451,96,57,28,3,8,41,52,36,1,123,5,4,6,4,5,4,0.24,"5411"
2007,"Jose Altuve","Astros (R)",17,64,204,243,70,54,12,4,0,40,36,28,0,16,5,3,3,8,15,5,0.343137254,"5417"
2007,"Michael Tejera","Pirates (AAA)",30,13,16,20,0,0,0,0,0,0,2,0,0,3,0,1,3,0,0,0,0,"542"
2007,"Pedro Baez","Dodgers (R)",19,53,201,229,55,36,14,2,3,35,39,17,0,40,6,5,0,10,3,1,0.27363184,"5420"
2007,"Elian Herrera","Dodgers (A+)",22,11,30,35,6,4,2,0,0,3,4,2,0,12,0,1,2,0,1,2,0.2,"5432"
2007,"Elian Herrera","Dodgers (A)",22,9,36,40,6,4,2,0,0,3,3,1,0,10,3,0,0,0,3,1,0.166666666,"5432"
2007,"Elian Herrera","Dodgers (R)",22,50,181,212,51,37,10,3,1,28,27,25,0,39,4,1,1,0,3,3,0.281767955,"5432"
2007,"Jesse Chavez","Pirates (AAA)",23,17,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,"5448"
2007,"Drew Macias","Padres (AAA)",24,31,110,131,31,22,6,1,2,14,11,21,0,25,0,0,0,1,3,1,0.281818181,"5451"
2007,"Drew Macias","Padres (AA)",24,100,331,391,83,55,15,5,8,43,50,51,3,53,5,4,0,6,5,8,0.250755287,"5451"
2007,"Bryan LaHair","Mariners (AAA)",24,138,552,606,152,92,46,2,12,79,81,49,1,126,0,4,1,10,0,1,0.275362318,"5462"
2007,"Brandon Laird","Yankees (R)",19,45,168,178,57,34,14,1,8,27,29,6,0,26,2,1,1,4,0,0,0.339285714,"5476"
2007,"Jimmy Paredes","Yankees (R)",18,64,266,282,69,49,14,4,2,31,42,6,0,44,6,4,0,3,5,4,0.259398496,"5481"
2007,"Jose Pirela","Yankees (R)",17,65,238,283,65,51,7,3,4,44,29,34,0,36,5,6,0,8,15,5,0.273109243,"5485"
2007,"Abraham Almonte","Yankees (R)",18,49,160,185,46,36,4,3,3,29,16,21,0,34,1,1,2,0,8,9,0.2875,"5486"
2007,"Austin Romine","Yankees (R)",18,1,2,3,1,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0.5,"5491"
2007,"Steve Schmoll","Mets (AAA)",27,40,5,7,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,"5495"
2007,"Francisco Peguero","Giants (R)",19,69,235,258,69,54,12,2,1,51,17,15,1,39,4,4,0,3,25,5,0.293617021,"5496"
2007,"Marwin Gonzalez","Cubs (R)",18,17,59,69,17,10,3,3,1,12,10,9,0,10,1,0,0,2,1,2,0.288135593,"5497"
2007,"George Kottaras","Red Sox (AAA)",24,87,294,334,71,40,22,0,9,32,39,32,1,71,2,4,2,12,1,1,0.241496598,"5506"
2007,"Dana Eveland","Diamondbacks (AAA)",23,6,8,8,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0.125,"5508"
2007,"Jesus Montero","Yankees (R)",17,33,107,123,30,21,6,0,3,13,19,12,0,18,3,1,0,7,0,0,0.280373831,"5514"
