Company Name,Holding Company Name,Year,Customer State,IEEE SAIDI Including MED,IEEE SAIDI Excluding MED,IEEE SAIDI Including MED Minus Loss of Supply,IEEE SAIFI Including MED,IEEE SAIFI Excluding MED,IEEE SAIFI Including MED Minus Loss of Supply,IEEE Total Customers,IEEE High Voltage,IEEE Automatically Recorded,Other - SAIDI Including MED,Other - SAIDI Excluding MED,Other - SAIFI Including MED,Other - SAIFI Excluding MED,Other - Total Customers,Other - Active Accounts,Other - Momentary Interruptions,Other - High Voltage,Other - Automatically Recorded,NERC Region Name,NERC Region Abbrev,Ownership Type,Regulated / Non-regulated
Dixie Electric Membership Corp,Dixie Electric Membership Corp,2016,LA,1458.8,222.9,1453.8,4.615,3.334,4.243,106654,69,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Membership Corp,Dixie Electric Membership Corp,2015,LA,370.2,261.6,363,4.709,4.057,3.667,104880,69,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Membership Corp,Dixie Electric Membership Corp,2014,LA,,,,,,,,,,3,3,2.87,2.87,103171,N,F,24.9,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Membership Corp,Dixie Electric Membership Corp,2013,LA,0,0,0,0,0,0,0,0,,3,3,3.109,2.967,101692,N,F,24.9,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Power Association,Dixie Electric Power Association,2018,MS,,,,,,,,,N,211.685,1.237,211.685,1.237,38907,N,F,24.9,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Power Association,Dixie Electric Power Association,2017,MS,,,,,,,,,N,1078.64,266.66,3.449,2.218,37066,N,F,24.9,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Power Association,Dixie Electric Power Association,2016,MS,,,,,,,,,,250.303,227.131,2.552,2.428,37270,,,24.9,,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Power Association,Dixie Electric Power Association,2015,MS,,,,,,,,,,157.974,157.974,1.532,1.532,36497,N,F,24.9,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Power Association,Dixie Electric Power Association,2014,MS,,,,,,,,,Y,260,151,2.01,1.596,36421,N,F,24.9,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Electric Power Association,Dixie Electric Power Association,2013,MS,0,0,0,0,0,0,0,0,,216,146,1.752,1.598,35760,N,F,24.9,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Dixie Escalante Rural Electric Association Inc,Dixie Escalante Rural Electric Association Inc,2018,AZ,46.55,0.65,46.55,0.65,46.55,0.65,2493,35,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Dixie Escalante Rural Electric Association Inc,Dixie Escalante Rural Electric Association Inc,2018,UT,41.45,0.65,41.45,0.65,41.45,0.65,23317,34.5,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Dixie Escalante Rural Electric Association Inc,Dixie Escalante Rural Electric Association Inc,2017,UT,74.52,32.49,74.52,0.4,0.38,0.4,21287,34.5,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Dixie Escalante Rural Electric Association Inc,Dixie Escalante Rural Electric Association Inc,2016,UT,62.28,62.28,,0.564,0.564,,19031,34.5,,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Dixie Escalante Rural Electric Association Inc,Dixie Escalante Rural Electric Association Inc,2015,UT,46,46,,0.54,0.54,,17998,34.5,N,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Dixie Escalante Rural Electric Association Inc,Dixie Escalante Rural Electric Association Inc,2014,UT,63.39,63.39,,1.45,1.45,,17104,34.5,N,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Dixie Escalante Rural Electric Association Inc,Dixie Escalante Rural Electric Association Inc,2013,UT,60.02,48.98,0,0.32,0.29,0,16368,34.5,N,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Dominion Energy South Carolina,Dominion Energy Inc,2018,SC,165.93,1.8,96.16,1.37,157.35,1.47,732903,23.9,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Dominion Energy South Carolina,Dominion Energy Inc,2017,SC,329.61,81.82,329.12,1.85,1.14,1.68,717619,23.9,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Dominion Energy South Carolina,Dominion Energy Inc,2016,SC,1390.2,90.5,1376.5,2.8,1.3,2.4,703350,23.9,,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Dominion Energy South Carolina,Dominion Energy Inc,2015,SC,154.5,96.6,143.9,1.62,1.34,1.29,696664,23.9,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Dominion Energy South Carolina,Dominion Energy Inc,2014,SC,911.51,97.33,889.75,2.45,1.44,2.01,681515,23.9,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Dominion Energy South Carolina,Dominion Energy Inc,2013,SC,98,92,0,1,1,0,669587,24,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,IOU,Regulated
Dothan Electrical Dept,Dothan Electrical Dept,2014,AL,,,,,,,,,N,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Douglas Electric Coop Inc (OR),Douglas Electric Coop Inc (OR),2014,OR,,,,,,,,,N,,,,,,N,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Dover OH (City of),Dover OH (City of),2018,OH,122.02,0.933,53.91,0.435,52.004,0.394,6816,12.5,N,,,,,,,,,N,ReliabilityFirst,RFC,Muni,Regulated
Dover OH (City of),Dover OH (City of),2017,OH,116.407,4.914,116.407,0.77,0.44,0.77,6818,12.5,N,,,,,,,,,N,ReliabilityFirst,RFC,Muni,Regulated
Dover OH (City of),Dover OH (City of),2016,OH,4.539,2.558,4.539,0.025,0.016,0.025,6823,12.5,,,,,,,,,,,ReliabilityFirst,RFC,Muni,Regulated
DPL Energy Resources,AES Corp (The),2014,OH,,,,,,,,,N,,,,,,,,,,ReliabilityFirst,RFC,IO,Nonregulated
DTE Electric Co,DTE Energy Co,2018,MI,485.341,1.356,177.188,1.041,485.341,1.356,2191374,13.2,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
DTE Electric Co,DTE Energy Co,2017,MI,1063,196,1063,1.39,0.99,1.39,2196448,13.2,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
DTE Electric Co,DTE Energy Co,2016,MI,238,180,238,0.986,0.912,0.986,2187144,13.2,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
DTE Electric Co,DTE Energy Co,2015,MI,277,187,277,1,0.91,1,2167276,13.2,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
DTE Electric Co,DTE Energy Co,2014,MI,793,189,793,1.22,0.76,1.22,2166391,13.2,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
DTE Electric Co,DTE Energy Co,2013,MI,583,180,583,1.101,0.739,1.101,2181974,13.2,Y,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Dubois Rural Electric Coop Inc,Dubois Rural Electric Coop Inc,2018,IN,,,,,,,,,N,129.98,1.69,128.86,1.68,13798,N,L,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
Dubois Rural Electric Coop Inc,Dubois Rural Electric Coop Inc,2017,IN,,,,,,,,,N,1.71,0.86,0.03,0.03,13668,N,L,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
Dubois Rural Electric Coop Inc,Dubois Rural Electric Coop Inc,2016,IN,,,,,,,,,,3.2,2.8,0.032,0.03,13550,,,12.5,,ReliabilityFirst,RFC,DistCoop,Regulated
Dubois Rural Electric Coop Inc,Dubois Rural Electric Coop Inc,2015,IN,,,,,,,,,,1.1,1.1,0.03,0.03,13447,N,L,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
Dubois Rural Electric Coop Inc,Dubois Rural Electric Coop Inc,2014,IN,,,,,,,,,,1,1,0.74,0.74,13415,N,L,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
Dubois Rural Electric Coop Inc,Dubois Rural Electric Coop Inc,2013,IN,0,0,0,0,0,0,0,0,,1,1,0.66,0.62,13342,N,L,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
Duck River Electric Member Corp,Duck River Electric Member Corp,2018,TN,176.87,1.62,91.18,1.29,156.75,1.447,74654,25,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Duck River Electric Member Corp,Duck River Electric Member Corp,2017,TN,222.38,108.31,194.32,1.7,1.36,1.49,73602,25,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Duck River Electric Member Corp,Duck River Electric Member Corp,2016,TN,100.4,84.5,79.4,1.34,1.25,1.19,72688,25,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Duck River Electric Member Corp,Duck River Electric Member Corp,2015,TN,401.83,170.45,375.99,2.11,1.78,1.86,71882,25,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Duck River Electric Member Corp,Duck River Electric Member Corp,2014,TN,114.97,114.97,105.26,1.41,1.41,1.29,71219,25,N,,,,,,,O,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Duck River Electric Member Corp,Duck River Electric Member Corp,2013,TN,137.3,137.3,103.3,1.607,1.607,1.291,70733,25,N,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
Duke Energy Carolinas,Duke Energy Corp,2018,NC,910,1.8,203,1.09,856,1.62,1910497,44,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2018,SC,656,1.82,240,1.28,590,1.53,668844,23,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2017,NC,395,192,348,1.42,1.13,1.21,1889963,35,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2017,SC,665,182,620,1.62,1.1,1.48,662357,35,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2016,NC,338,170,332,1.37,1.07,1.31,1940614,35,,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2016,SC,281,164,273,1.31,1.08,1.23,574230,35,,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2015,NC,213,143,182,1.17,0.99,0.99,1914496,35,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2015,SC,423,166,310,1.42,1.04,1.07,565124,35,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2014,NC,606,138,585,1.3,0.94,1.1,1894482,35,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2014,SC,160,126,144,1,0.87,0.84,557449,35,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2013,NC,247,133,237,1.15,0.92,1.07,1869042,35,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Carolinas,Duke Energy Corp,2013,SC,170,132,162,1.03,0.92,0.91,551699,35,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Florida,Duke Energy Corp,2018,FL,225,1.38,111,1.2,224,1.37,1794724,25,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Florida,Duke Energy Corp,2017,FL,101,93,95,1.31,1.25,1.19,1671225,25,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Florida,Duke Energy Corp,2016,FL,362,102,358,1.57,1.22,1.53,1748864,25,,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Florida,Duke Energy Corp,2015,FL,97,97,93,1.21,1.21,1.17,1724120,25,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Florida,Duke Energy Corp,2014,FL,103.81,101.22,103.81,1.34,1.31,1.34,1697361,25,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Florida,Duke Energy Corp,2013,FL,0,0,0,0,0,0,0,0,,108,89,1.56,1.09,1671566,N,L,25,Y,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Indiana,Duke Energy Corp,2018,IN,366,1.45,156,1.06,321,1.17,836411,34.5,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Indiana,Duke Energy Corp,2017,IN,260.7,138.3,239.2,1.33,0.99,1.18,828125,34.5,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Indiana,Duke Energy Corp,2016,IN,289.79,142.49,257.98,1.34,1.1,1.17,817414,34.5,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Indiana,Duke Energy Corp,2015,IN,211,121,202,1.27,1.03,1.14,810872,34.5,N,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Indiana,Duke Energy Corp,2014,IN,185.66,140.16,168.98,1.31,1.16,1.18,800066,34.5,N,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Indiana,Duke Energy Corp,2013,IN,257,138,0,1.38,1.17,0,797929,34.5,N,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Kentucky,Duke Energy Corp,2018,KY,215,0.94,82,0.66,198,0.82,142369,12.5,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Kentucky,Duke Energy Corp,2017,KY,227.3,98.1,214.7,1.1,0.8,0.91,142556,12.5,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Kentucky,Duke Energy Corp,2016,KY,180.98,101.67,176.94,1.04,0.77,0.95,140361,12.5,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Kentucky,Duke Energy Corp,2015,KY,178.6,98.33,167.55,1.19,0.98,0.96,137431,12.5,N,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Kentucky,Duke Energy Corp,2014,KY,128.86,116.38,89.98,1.08,1.02,0.61,137388,12.5,N,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Kentucky,Duke Energy Corp,2013,KY,134,103,0,1.1,0.9,0,136906,12.5,N,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Ohio,Duke Energy Corp,2018,OH,317,1.54,143,1.15,287,1.27,725829,34.5,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Ohio,Duke Energy Corp,2017,OH,263.2,158.5,254.4,1.47,1.28,1.35,719720,34.5,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Ohio,Duke Energy Corp,2016,OH,253.13,145.59,240.43,1.47,1.14,1.27,710441,34.5,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Ohio,Duke Energy Corp,2015,OH,225.98,132.84,206.01,1.38,1.16,1.22,697961,34.5,N,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Ohio,Duke Energy Corp,2014,OH,145.41,111.89,136.92,1.29,1.15,1.11,697677,34.5,N,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Ohio,Duke Energy Corp,2013,OH,161,115,0,1.32,0.98,0,695426,34.5,N,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2018,NC,3679,2.99,165,1.35,3015,2.62,1398206,34.5,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2018,SC,1483,2.42,144,1.3,1459,2.23,167293,23,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2017,NC,204,143,192,1.39,1.3,1.27,1374344,35,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2017,SC,179,178,168,1.65,1.64,1.49,166068,35,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2016,NC,1790,153,1757,2.57,1.3,2.49,1353328,35,,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2016,SC,5828,203,5612,4.53,1.95,4.21,166387,35,,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2015,NC,275,141,262,1.72,1.41,1.6,1333003,35,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2015,SC,297,224,248,2.07,1.9,1.88,165988,35,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2014,NC,469,124,449,1.86,1.22,1.68,1312953,35,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2014,SC,2132,128,2104,3.24,1.42,3.09,165121,35,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2013,NC,277,106,258,1.67,1.24,1.57,1340045,35,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,IOU,Regulated
Duke Energy Progress,Duke Energy Corp,2013,SC,0,0,0,0,0,0,0,35,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,IOU,Regulated
Duncan OK (City of),Duncan OK (City of),2018,OK,,,,,,,,,N,56.01,0.63,,,8730,N,O,13.2,N,Southwest Power Pool Inc,SPP,Muni,Regulated
Duncan OK (City of),Duncan OK (City of),2017,OK,,,,,,,,,N,500,,3.2,,8661,N,O,13.2,N,Southwest Power Pool Inc,SPP,Muni,Regulated
Duncan OK (City of),Duncan OK (City of),2016,OK,,,,,,,,,,413.75,,2.94,,8685,,,13.2,,Southwest Power Pool Inc,SPP,Muni,Regulated
Duncan OK (City of),Duncan OK (City of),2015,OK,,,,,,,,,,228.99,,2.23,,9022,N,O,13.2,N,Southwest Power Pool Inc,SPP,Muni,Regulated
Duncan OK (City of),Duncan OK (City of),2014,OK,,,,,,,,,,161,,2.85,,9005,N,O,13.2,N,Southwest Power Pool Inc,SPP,Muni,Regulated
Duncan OK (City of),Duncan OK (City of),2013,OK,0,0,0,0,0,0,0,0,,143,0,2.91,0,8946,N,L,13.2,N,Southwest Power Pool Inc,SPP,Muni,Regulated
Dunn County Electric Coop,Dunn County Electric Coop,2018,WI,138.58,1.338,59.82,0.602,138.38,1.333,10210,7.2,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Dunn County Electric Coop,Dunn County Electric Coop,2017,WI,109.64,48.34,109.17,0.926,0.678,0.667,10326,7.2,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Dunn County Electric Coop,Dunn County Electric Coop,2016,WI,108.3,108.3,92.9,1.634,1.634,0.861,10147,7.2,,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Dunn County Electric Coop,Dunn County Electric Coop,2015,WI,185.22,185.22,146.8,1.307,1.033,1.021,10070,7.2,Y,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Dunn County Electric Coop,Dunn County Electric Coop,2014,WI,366.96,92.08,366.96,1.41,1.04,1.41,9619,7.2,N,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Dunn County Electric Coop,Dunn County Electric Coop,2013,WI,735,97,735,2.034,1.591,2.034,9568,7.2,N,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Duquesne Light Co,Macquarie Bank Limited,2018,PA,,,,,,,,,N,133,0.94,89,0.84,598295,N,F,23,N,ReliabilityFirst,RFC,IOU,Regulated
Duquesne Light Co,Macquarie Bank Limited,2017,PA,,,,,,,,,N,112,112,0.97,0.97,594785,,F,23,N,ReliabilityFirst,RFC,IOU,Regulated
Duquesne Light Co,Macquarie Bank Limited,2016,PA,,,,,,,,,,70,70,0.85,0.85,592977,,,23,,ReliabilityFirst,RFC,IOU,Regulated
Duquesne Light Co,Macquarie Bank Limited,2015,PA,,,,,,,,,,71,71,0.75,0.75,586149,N,F,23,N,ReliabilityFirst,RFC,IOU,Regulated
Duquesne Light Co,Macquarie Bank Limited,2014,PA,,,,,,,,,,63,63,0.62,0.62,590965,N,F,23,N,ReliabilityFirst,RFC,IOU,Regulated
Duquesne Light Co,Macquarie Bank Limited,2013,PA,0,0,0,0,0,0,0,0,,99,75,0.72,0.62,589900,N,F,23,N,ReliabilityFirst,RFC,IOU,Regulated
Dyersburg TN (City of),Dyersburg TN (City of),2018,TN,33.162,0.461,25.219,0.446,25.219,0.446,11985,13.2,N,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Dyersburg TN (City of),Dyersburg TN (City of),2017,TN,221.949,221.949,,1.304,1.304,,11724,13.2,N,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Dyersburg TN (City of),Dyersburg TN (City of),2016,TN,81.725,27.888,27.888,1.446,0.445,0.445,11859,13.2,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Dyersburg TN (City of),Dyersburg TN (City of),2015,TN,53.419,53.419,53.419,0.9,0.9,0.9,11859,13.2,N,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Dyersburg TN (City of),Dyersburg TN (City of),2014,TN,,,,,,,,,,63.7,63.7,1.105,1.105,11924,N,,13.2,N,SERC Reliability Corp,SERC,Muni,Regulated
Dyersburg TN (City of),Dyersburg TN (City of),2013,TN,0,0,0,0,0,0,0,0,,73.6,73.6,1.84,1.84,11946,N,O,13.2,N,SERC Reliability Corp,SERC,Muni,Regulated
Eagle River Light & Water Dept,Eagle River Light & Water Dept,2014,WI,,,,,,,,,,,,,,,,,,,Midwest Reliability Organization,MRO,Muni,Regulated
Easley Combined Utility System,Easley Combined Utility System,2018,SC,78.6,1.39,78.6,1.39,78.6,1.39,14747,12.5,Y,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Easley Combined Utility System,Easley Combined Utility System,2017,SC,109.8,109.8,109.8,1.42,1.42,1.42,14530,12.5,Y,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Easley Combined Utility System,Easley Combined Utility System,2016,SC,78,78,78,0.95,0.95,0.95,14209,12.5,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Easley Combined Utility System,Easley Combined Utility System,2015,SC,68.4,68.4,68.4,0.82,0.82,0.82,14133,12.5,Y,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Easley Combined Utility System,Easley Combined Utility System,2014,SC,0.63,0.63,0.63,0.59,0.59,0.59,13960,12.5,Y,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Easley Combined Utility System,Easley Combined Utility System,2013,SC,93,93,93,95,95,95,14764,12.5,N,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,Muni,Regulated
East Central Energy,East Central Energy,2018,MN,71,1.048,53.7,0.878,62.5,0.693,60821,14.4,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
East Central Energy,East Central Energy,2017,MN,55.9,55.9,53.6,0.684,0.684,0.635,60020,14.4,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
East Central Energy,East Central Energy,2016,MN,122.834,78.218,117.053,1.318,1.004,1.12,59284,14.4,,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
East Central Energy,East Central Energy,2015,MN,84,74.6,77,1.005,0.962,0.842,58696,14.4,N,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
East Central Energy,East Central Energy,2014,MN,91.7,71.7,82.5,1.096,1.015,0.789,58307,14.4,N,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
East Central Energy,East Central Energy,2013,MN,151,66,65.7,1.242,0.813,0.764,58067,14.4,N,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,DistCoop,Regulated
East Central Iowa Rural Electric Coop,East Central Iowa Rural Electric Coop,2018,IA,,,,,,,,,N,52.62,1.8,52.62,1.8,8834,N,F,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
East Central Iowa Rural Electric Coop,East Central Iowa Rural Electric Coop,2017,IA,,,,,,,,,N,46,46,0.65,0.65,8746,N,F,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
East Central Iowa Rural Electric Coop,East Central Iowa Rural Electric Coop,2016,IA,,,,,,,,,,104,80,1.29,1.01,8700,,,12.5,,ReliabilityFirst,RFC,DistCoop,Regulated
East Central Iowa Rural Electric Coop,East Central Iowa Rural Electric Coop,2015,IA,,,,,,,,,,61,61,0.93,0.93,8686,N,F,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
East Central Iowa Rural Electric Coop,East Central Iowa Rural Electric Coop,2014,IA,,,,,,,,,,188,158,2.14,1.82,8668,N,F,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
East Central Iowa Rural Electric Coop,East Central Iowa Rural Electric Coop,2013,IA,0,0,0,0,0,0,0,0,,112,86,1.2,0.94,8655,N,F,12.5,Y,ReliabilityFirst,RFC,DistCoop,Regulated
East Central Oklahoma Electric Coop Inc,East Central Oklahoma Electric Coop Inc,2018,OK,206.58,1.463,206.58,1.463,,,33715,25,Y,,,,,,,,,N,Southwest Power Pool Inc,SPP,DistCoop,Regulated
East Central Oklahoma Electric Coop Inc,East Central Oklahoma Electric Coop Inc,2017,OK,,,,,,,,,N,240.24,240.24,1.819,1.819,33538,N,F,25,N,Southwest Power Pool Inc,SPP,DistCoop,Regulated
East Central Oklahoma Electric Coop Inc,East Central Oklahoma Electric Coop Inc,2016,OK,,,,,,,,,,240,240,1.98,1.98,33295,,,25,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
East Central Oklahoma Electric Coop Inc,East Central Oklahoma Electric Coop Inc,2015,OK,221.88,221.88,,1.729,1.729,,33148,25,Y,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
East Central Oklahoma Electric Coop Inc,East Central Oklahoma Electric Coop Inc,2014,OK,1.85,1.85,,2.35,2.35,,33339,25,Y,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
East Central Oklahoma Electric Coop Inc,East Central Oklahoma Electric Coop Inc,2013,OK,0,4,0,0,2,0,33198,25,Y,0,0,0,0,0,,,0,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
East Grand Forks MN (City of),East Grand Forks MN (City of),2018,MN,,,,,,,,,N,25.049,0.532,25.049,0.532,4629,N,F,12.5,N,Midwest Reliability Organization,MRO,Muni,Regulated
East Grand Forks MN (City of),East Grand Forks MN (City of),2017,MN,,,,,,,,,N,28.17,0.31,0.77,0.005,4387,N,F,12.5,N,Midwest Reliability Organization,MRO,Muni,Regulated
